Text_ID,Headlines_Sentiment,GPE_entities
193,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.4714}",['Ohio']
194,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}",[]
197,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}",[]
200,"{'neg': 0.18, 'neu': 0.602, 'pos': 0.218, 'compound': 0.128}",[]
201,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
203,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.5859}",[]
207,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
211,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['Iraq', 'Anbar']"
213,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
216,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.7783}",[]
217,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
218,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
219,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}",[]
223,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
224,"{'neg': 0.158, 'neu': 0.714, 'pos': 0.128, 'compound': -0.1531}",[]
225,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}",[]
229,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.128}",['Iran']
231,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.5994}",[]
233,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
234,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5994}",[]
237,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",[]
238,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}",[]
240,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['US']
241,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",[]
243,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}","['Israel', 'US']"
244,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}","['America', 'Russia', 'US', 'America']"
245,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",[]
246,"{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.5719}",['LGBT']
248,"{'neg': 0.541, 'neu': 0.459, 'pos': 0.0, 'compound': -0.7096}",[]
250,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0258}",['New Responses']
251,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Mexico']
253,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
255,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}",[]
257,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
258,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
260,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Iran']
261,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",[]
270,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
273,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",[]
274,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",[]
276,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
277,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",[]
279,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
281,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.8126}",['Chicago']
282,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.5574}",['France']
287,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}",[]
288,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.4215}",[]
289,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}",[]
290,"{'neg': 0.136, 'neu': 0.545, 'pos': 0.318, 'compound': 0.4588}",[]
291,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.6908}",[]
293,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
296,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",['South Africa']
297,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",['Iraq']
298,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",[]
299,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.3818}","['Iowa', 'New Hampshire']"
300,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.25}",[]
302,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",[]
304,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
306,"{'neg': 0.263, 'neu': 0.57, 'pos': 0.167, 'compound': -0.4939}",[]
307,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",[]
308,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}",[]
310,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
311,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
312,"{'neg': 0.089, 'neu': 0.674, 'pos': 0.236, 'compound': 0.5586}",['Iran']
317,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
318,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
319,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",[]
320,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
324,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",[]
326,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.6808}",['America']
327,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6271}",[]
329,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",[]
330,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
332,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",[]
336,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}",[]
337,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.836}",[]
340,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",[]
344,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}",[]
345,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.6597}",[]
346,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",[]
348,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",[]
349,"{'neg': 0.156, 'neu': 0.649, 'pos': 0.195, 'compound': 0.1531}",[]
350,"{'neg': 0.194, 'neu': 0.576, 'pos': 0.23, 'compound': 0.128}",['Haiti']
351,"{'neg': 0.273, 'neu': 0.625, 'pos': 0.102, 'compound': -0.4588}",[]
352,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",[]
353,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
354,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.875}",[]
356,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
357,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",[]
359,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
360,"{'neg': 0.21, 'neu': 0.617, 'pos': 0.173, 'compound': -0.1531}",[]
363,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
364,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}",[]
366,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['U.S.']
367,"{'neg': 0.402, 'neu': 0.467, 'pos': 0.131, 'compound': -0.5994}",['Vermont']
371,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}",['Ferguson']
373,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
374,"{'neg': 0.154, 'neu': 0.671, 'pos': 0.174, 'compound': 0.0772}",[]
376,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
377,"{'neg': 0.138, 'neu': 0.582, 'pos': 0.28, 'compound': 0.4019}",[]
380,"{'neg': 0.55, 'neu': 0.45, 'pos': 0.0, 'compound': -0.7269}",['Paris']
382,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Charleston']
383,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Florida']
386,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['Drudge', 'Koch']"
388,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",['Syria']
390,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",[]
393,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}",[]
394,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
397,"{'neg': 0.267, 'neu': 0.556, 'pos': 0.178, 'compound': -0.2023}",[]
399,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.0572}",[]
400,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['New Hampshire']
401,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",['Iowa']
402,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5423}",['Cleveland']
404,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",[]
405,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
406,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",[]
407,"{'neg': 0.171, 'neu': 0.488, 'pos': 0.341, 'compound': 0.34}",[]
408,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",[]
410,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}","['West Virginia', 'Nebraska']"
411,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
413,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
414,"{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.836}","['US', 'Paris']"
418,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3774}",[]
420,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}",['Syria']
421,"{'neg': 0.208, 'neu': 0.628, 'pos': 0.164, 'compound': -0.2263}",['Illinois']
422,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.4168}",[]
427,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
428,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}",[]
430,"{'neg': 0.426, 'neu': 0.574, 'pos': 0.0, 'compound': -0.6369}",[]
431,"{'neg': 0.118, 'neu': 0.709, 'pos': 0.173, 'compound': 0.1779}",['Iran']
432,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}",[]
433,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",['Kentucky']
434,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.4847}",[]
435,"{'neg': 0.418, 'neu': 0.582, 'pos': 0.0, 'compound': -0.836}",['Florida']
438,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.3566}",[]
440,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.3612}",[]
441,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Paris']
442,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5423}",[]
447,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
450,"{'neg': 0.241, 'neu': 0.668, 'pos': 0.091, 'compound': -0.3535}",[]
453,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
455,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",['Rubio']
463,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",[]
465,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['Putin', 'US']"
467,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
468,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}",[]
470,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
472,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7783}",['America']
473,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",[]
474,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Iraq']
475,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",[]
476,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",[]
478,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}",[]
481,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
483,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
484,"{'neg': 0.227, 'neu': 0.584, 'pos': 0.188, 'compound': -0.1531}",[]
485,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
486,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
488,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",[]
489,"{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.6705}",[]
491,"{'neg': 0.115, 'neu': 0.67, 'pos': 0.215, 'compound': 0.2732}",[]
496,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}","['Iran', 'Israel']"
499,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
500,"{'neg': 0.208, 'neu': 0.538, 'pos': 0.254, 'compound': 0.1531}",[]
503,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
506,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",[]
511,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5499}",[]
512,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.1779}",[]
513,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}",[]
515,"{'neg': 0.196, 'neu': 0.374, 'pos': 0.43, 'compound': 0.3612}",[]
516,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",[]
518,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8126}",['Raid']
520,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",[]
521,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4588}",[]
523,"{'neg': 0.381, 'neu': 0.361, 'pos': 0.258, 'compound': -0.5267}",[]
526,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
528,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
529,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.4168}",[]
531,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
534,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.3818}",[]
535,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6249}",[]
538,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",[]
539,"{'neg': 0.092, 'neu': 0.75, 'pos': 0.158, 'compound': 0.2023}",[]
544,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
545,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
548,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",[]
