Text_ID,Headlines_Sentiment,GPE_entities
50,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7096}",[]
53,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.6369}",[]
54,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
55,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
57,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
59,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6249}",[]
61,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Detroit']
64,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",[]
70,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
72,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",[]
75,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
79,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
80,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
84,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
92,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
93,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",[]
96,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.0258}",[]
97,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
102,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",[]
107,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
108,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",[]
109,"{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.8176}",[]
110,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.743}",[]
113,"{'neg': 0.547, 'neu': 0.0, 'pos': 0.453, 'compound': -0.1779}",[]
114,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.3612}","['Russia', 'USA']"
115,"{'neg': 0.164, 'neu': 0.621, 'pos': 0.215, 'compound': 0.2263}",[]
118,"{'neg': 0.107, 'neu': 0.611, 'pos': 0.282, 'compound': 0.5106}",[]
119,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
122,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",[]
124,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",[]
125,"{'neg': 0.585, 'neu': 0.415, 'pos': 0.0, 'compound': -0.9018}",[]
128,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1511}",['Russia']
129,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.5719}","['Russia', 'US']"
130,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['New Eastern Outlook']
132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
135,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
136,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
137,"{'neg': 0.489, 'neu': 0.511, 'pos': 0.0, 'compound': -0.7717}",['Iowa']
138,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4939}",[]
140,"{'neg': 0.233, 'neu': 0.679, 'pos': 0.088, 'compound': -0.4824}",[]
141,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",[]
143,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
145,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
147,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5267}",[]
148,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
150,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.5719}",[]
152,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",[]
153,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",[]
154,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",[]
156,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
160,"{'neg': 0.333, 'neu': 0.43, 'pos': 0.237, 'compound': -0.2263}",[]
163,"{'neg': 0.078, 'neu': 0.782, 'pos': 0.14, 'compound': 0.2732}",[]
164,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
166,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",['Russia']
168,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
169,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.6808}",[]
171,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
172,"{'neg': 0.253, 'neu': 0.68, 'pos': 0.066, 'compound': -0.6157}",[]
173,"{'neg': 0.087, 'neu': 0.752, 'pos': 0.162, 'compound': 0.3167}",['Britain']
175,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.7184}",[]
176,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",[]
178,"{'neg': 0.378, 'neu': 0.488, 'pos': 0.134, 'compound': -0.4588}",['Syria']
180,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4939}",[]
184,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.7003}",[]
189,"{'neg': 0.143, 'neu': 0.714, 'pos': 0.143, 'compound': 0.0}",[]
192,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
195,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",[]
196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
198,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
199,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Russia']
202,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
204,"{'neg': 0.291, 'neu': 0.598, 'pos': 0.111, 'compound': -0.4767}",[]
205,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.507}",[]
206,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
208,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
209,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
210,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",[]
212,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
214,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.5267}",['Washington DC']
215,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
220,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
221,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
222,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
226,"{'neg': 0.208, 'neu': 0.566, 'pos': 0.226, 'compound': 0.0772}",[]
227,"{'neg': 0.51, 'neu': 0.49, 'pos': 0.0, 'compound': -0.6369}",[]
228,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Mosul']
230,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",[]
232,"{'neg': 0.283, 'neu': 0.641, 'pos': 0.076, 'compound': -0.7964}",['Syria']
235,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
236,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
239,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.3716}",[]
242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
247,"{'neg': 0.2, 'neu': 0.581, 'pos': 0.219, 'compound': 0.0772}",[]
249,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.25}",[]
252,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.8316}",[]
254,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['US', 'EU', 'China']"
259,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
262,"{'neg': 0.287, 'neu': 0.713, 'pos': 0.0, 'compound': -0.8779}",[]
263,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",[]
264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
265,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
266,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}",[]
267,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.6808}",['America']
268,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",[]
269,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4926}",[]
271,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.128}",['Islamabad']
272,"{'neg': 0.1, 'neu': 0.747, 'pos': 0.154, 'compound': 0.3182}",[]
275,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.3164}",[]
278,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",[]
280,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
283,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",[]
284,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",['North Carolina']
285,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.6908}",['Russia']
286,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
292,"{'neg': 0.354, 'neu': 0.442, 'pos': 0.204, 'compound': -0.1779}",['America']
294,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",[]
295,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",[]
301,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",[]
303,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3802}",[]
305,"{'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.5859}",[]
309,"{'neg': 0.111, 'neu': 0.554, 'pos': 0.335, 'compound': 0.7399}",[]
313,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
314,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
315,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.743}",[]
316,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.3412}",[]
321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
322,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}",[]
323,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.4767}",[]
325,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.3818}",['Russia']
328,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5319}",[]
331,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
333,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.8126}",[]
334,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Iraq']
335,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.7351}",[]
338,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",[]
339,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
341,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
342,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['USA']
343,"{'neg': 0.14, 'neu': 0.698, 'pos': 0.163, 'compound': 0.1027}",[]
347,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
355,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",[]
358,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
361,"{'neg': 0.212, 'neu': 0.481, 'pos': 0.308, 'compound': 0.25}",['Russia']
362,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}",[]
365,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
368,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
369,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
370,"{'neg': 0.61, 'neu': 0.39, 'pos': 0.0, 'compound': -0.5719}",[]
372,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.5994}","['U.S.', 'Iran']"
375,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}",[]
378,"{'neg': 0.448, 'neu': 0.552, 'pos': 0.0, 'compound': -0.8074}",[]
379,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.7508}",[]
381,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
384,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
385,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.4084}",[]
387,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
389,"{'neg': 0.233, 'neu': 0.727, 'pos': 0.04, 'compound': -0.743}",['Vagina']
391,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",[]
392,"{'neg': 0.227, 'neu': 0.622, 'pos': 0.151, 'compound': -0.1779}",[]
395,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
396,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
398,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
403,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.0258}",[]
409,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5859}",[]
412,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
415,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.6908}",['Israel']
416,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
417,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.372}",[]
419,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
423,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7494}","['UK', 'UK']"
424,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['US']
425,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",[]
426,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}",[]
429,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.5499}",['America']
436,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",[]
437,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.8126}",[]
439,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",[]
443,"{'neg': 0.25, 'neu': 0.613, 'pos': 0.137, 'compound': -0.34}",[]
444,"{'neg': 0.19, 'neu': 0.634, 'pos': 0.176, 'compound': -0.0772}",[]
445,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
446,"{'neg': 0.199, 'neu': 0.676, 'pos': 0.125, 'compound': -0.296}",[]
448,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
449,"{'neg': 0.192, 'neu': 0.563, 'pos': 0.244, 'compound': 0.0258}",[]
451,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",[]
452,"{'neg': 0.209, 'neu': 0.663, 'pos': 0.128, 'compound': -0.3818}",[]
454,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.6808}",[]
456,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",[]
457,"{'neg': 0.316, 'neu': 0.586, 'pos': 0.098, 'compound': -0.6786}",[]
458,"{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.7964}",[]
459,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.7906}",['Wrong Direction']
460,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.25}","['LA', 'Philly', 'Portland']"
461,"{'neg': 0.214, 'neu': 0.66, 'pos': 0.126, 'compound': -0.3786}",[]
462,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6597}",[]
464,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",[]
466,"{'neg': 0.23, 'neu': 0.618, 'pos': 0.152, 'compound': -0.34}",[]
469,"{'neg': 0.376, 'neu': 0.485, 'pos': 0.139, 'compound': -0.5994}",['Hollywood']
471,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",[]
477,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5859}",[]
479,"{'neg': 0.201, 'neu': 0.575, 'pos': 0.224, 'compound': -0.1531}",[]
480,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
482,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
487,"{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.6249}",[]
490,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.6249}",[]
492,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.6249}",[]
493,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Mosul']
494,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",['Oregon']
495,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
497,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.5859}",[]
498,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
501,"{'neg': 0.347, 'neu': 0.502, 'pos': 0.151, 'compound': -0.6486}",[]
502,"{'neg': 0.169, 'neu': 0.465, 'pos': 0.366, 'compound': 0.5267}",[]
504,"{'neg': 0.103, 'neu': 0.761, 'pos': 0.136, 'compound': 0.1531}",[]
505,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
507,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",[]
508,"{'neg': 0.594, 'neu': 0.406, 'pos': 0.0, 'compound': -0.5255}",[]
509,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",[]
510,"{'neg': 0.361, 'neu': 0.508, 'pos': 0.131, 'compound': -0.804}",[]
514,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}",[]
517,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.6486}",['Washington']
519,"{'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.807}",[]
522,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
524,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
525,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
527,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.5562}",[]
530,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
532,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5423}",[]
533,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.1531}",[]
536,"{'neg': 0.26, 'neu': 0.74, 'pos': 0.0, 'compound': -0.2755}",[]
537,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.4588}","['US', 'Russia']"
540,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",[]
541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
542,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",[]
543,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
546,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",[]
547,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
549,"{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.5423}",[]
553,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",[]
558,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.8225}",['Alabama']
559,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",['Texas']
560,"{'neg': 0.356, 'neu': 0.532, 'pos': 0.112, 'compound': -0.6798}","['Syria', 'Russia']"
561,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}",['U.S.']
562,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}",[]
563,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",[]
567,"{'neg': 0.334, 'neu': 0.666, 'pos': 0.0, 'compound': -0.7206}",[]
569,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}","['Maryland', 'Undemocratic']"
572,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",[]
573,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Fulfilling']
575,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",[]
576,"{'neg': 0.166, 'neu': 0.662, 'pos': 0.172, 'compound': 0.0258}",[]
578,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['Israel']
580,"{'neg': 0.439, 'neu': 0.561, 'pos': 0.0, 'compound': -0.5719}",['Ukraine']
581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
583,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",[]
585,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
587,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
588,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}",[]
592,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
593,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[]
594,"{'neg': 0.366, 'neu': 0.484, 'pos': 0.151, 'compound': -0.6124}",[]
596,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",[]
598,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",[]
